stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
StopArea:DUA8754529,"VITRY SUR SEINE",,48.8010498,2.40255859,,,1,
StopArea:DUA8749210,"LES ARDOINES",,48.78273093,2.40833069,,,1,
StopArea:DUA8754622,"LES SAULES",,48.74635697,2.41679749,,,1,
StopArea:DUA8754620,"ORLY VILLE",,48.74242452,2.40182775,,,1,
StopArea:DUA8754619,"PONT DE RUNGIS - Aéroport d'Orly",,48.74734782,2.37114447,,,1,
StopArea:DUA8754629,"RUNGIS LA FRATERNELLE",,48.74026275,2.35300078,,,1,
StopArea:DUA8754631,"CHEMIN D'ANTONY",,48.74793923,2.3126935,,,1,
StopArea:DUA8738328,"MASSY VERRIERES",,48.73471384,2.27346641,,,1,
StopArea:DUA8754525,"ATHIS MONS",,48.71259321,2.40286365,,,1,
StopArea:DUA8754526,"ABLON",,48.72500047,2.41932969,,,1,
StopArea:DUA8754527,"VILLENEUVE LE ROI",,48.7398401,2.42569694,,,1,
StopArea:DUA8739350,"PETIT JOUY LES LOGES",,48.77042195,2.14681511,,,1,
StopArea:DUA8739351,"JOUY EN JOSAS",,48.76490016,2.16308874,,,1,
StopArea:DUA8739353,"VAUBOYEN",,48.758309,2.19116538,,,1,
StopArea:DUA8739354,"BIEVRES",,48.75162582,2.21525784,,,1,
StopArea:DUA8739356,"IGNY",,48.7403425,2.22992396,,,1,
StopArea:DUA8739361,"LONGJUMEAU",,48.70272117,2.29590676,,,1,
StopArea:DUA8739363,"CHILLY MAZARIN",,48.70004602,2.30742866,,,1,
StopArea:DUA8739364,"GRAVIGNY BALIZY",,48.68571124,2.31760942,,,1,
StopArea:DUA8739365,"PETIT VAUX",,48.67637903,2.33323244,,,1,
StopArea:DUA8775873,"PARC DE SCEAUX",,48.7705049,2.31080554,,,1,
StopArea:DUA8775876,"FONTAINE MICHALON",,48.74329877,2.29673373,,,1,
StopArea:DUA8775877,"LES BACONNETS",,48.73946534,2.28832732,,,1,
StopArea:DUA8775885,"BURES SUR YVETTE",,48.6954385,2.1630106,,,1,
StopArea:DUA8775886,"LA HACQUINIERE",,48.69526124,2.15162581,,,1,
StopArea:DUA8775887,"GIF SUR YVETTE",,48.69794054,2.13760374,,,1,
StopArea:DUA8775888,"COURCELLE SUR YVETTE",,48.70071899,2.09912281,,,1,
StopArea:DUA8775889,"SAINT-REMY LES CHEVREUSE",,48.7029808,2.07023541,,,1,
StopArea:DUA8775820,"BOISSY SAINT-LEGER",,48.75350858,2.50561443,,,1,
StopArea:DUA8775819,"SUCY BONNEUIL",,48.77129481,2.50807096,,,1,
StopArea:DUA8775818,"LA VARENNE CHENNEVIERES",,48.79511162,2.51413176,,,1,
StopArea:DUA8775817,"CHAMPIGNY",,48.80738098,2.50998908,,,1,
StopArea:DUA8775816,"LE PARC DE SAINT-MAUR",,48.8046445,2.48601182,,,1,
StopArea:DUA8775815,"SAINT-MAUR CRETEIL",,48.80632814,2.47204673,,,1,
StopArea:DUA8775814,"JOINVILLE LE PONT",,48.82131323,2.46422603,,,1,
StopArea:DUA8775813,"NOGENT SUR MARNE",,48.83532156,2.47258019,,,1,
StopArea:DUA8775812,"FONTENAY SOUS BOIS",,48.84380734,2.46464005,,,1,
StopArea:DUA8738631,"NANTERRE UNIVERSITE",,48.90124029,2.21570421,,,1,
StopArea:DUA8775804,"NANTERRE VILLE",,48.89529238,2.19509511,,,1,
StopArea:DUA8775805,"RUEIL MALMAISON",,48.887147,2.17246819,,,1,
StopArea:DUA8775806,"CHATOU CROISSY",,48.88530473,2.15519723,,,1,
StopArea:DUA8775807,"LE VESINET CENTRE",,48.88999844,2.13448558,,,1,
StopArea:DUA8775808,"GARE DU VESINET LE PECQ",,48.89765223,2.12155524,,,1,
StopArea:DUA8775809,"SAINT-GERMAIN EN LAYE",,48.8984519,2.09514095,,,1,
StopArea:DUA8738605,"ACHERES GRAND CORMIER",,48.95528937,2.09276295,,,1,
StopArea:DUA8711369,"ROSNY BOIS PERRIER",,48.88182502,2.48164398,,,1,
StopArea:DUA8711370,"ROSNY SOUS BOIS",,48.8707504,2.48539388,,,1,
StopArea:DUA8711374,"NOGENT LE PERREUX",,48.83903065,2.49412283,,,1,
StopArea:DUA8711377,"LES BOULLEREAUX CHAMPIGNY",,48.82527113,2.5104558,,,1,
StopArea:DUA8711379,"VILLIERS SUR MARNE - PLESSIS TREVISE",,48.82346489,2.54273502,,,1,
StopArea:DUA8711380,"LES YVRIS NOISY LE GRAND",,48.82335401,2.5797808,,,1,
StopArea:DUA8711604,"EMERAINVILLE PONTAULT COMBAULT",,48.80520819,2.61973796,,,1,
StopArea:DUA8711603,"ROISSY EN BRIE",,48.79496988,2.64989014,,,1,
StopArea:DUA8711602,"OZOIR LA FERRIERE",,48.77059974,2.68979872,,,1,
StopArea:DUA8711601,"GRETZ ARMAINVILLIERS",,48.74566904,2.72872043,,,1,
StopArea:DUA8711621,"TOURNAN",,48.73904947,2.75946616,,,1,
StopArea:DUA8754309,"ANGERVILLE",,48.31163662,2.00322219,,,1,
StopArea:DUA8754511,"MONNERVILLE",,48.34786948,2.03151764,,,1,
StopArea:DUA8754512,"GUILLERVAL",,48.37461833,2.06022184,,,1,
StopArea:DUA8768245,"CHAMPAGNE SUR SEINE",,48.40643396,2.79912641,,,1,
StopArea:DUA8768310,"VILLENEUVE LA GUYARD",,48.34327398,3.06967316,,,1,
StopArea:DUA8768312,"CHAMPIGNY SUR YONNE",,48.32405777,3.13112449,,,1,
StopArea:DUA8768313,"PONT SUR YONNE",,48.28639774,3.20187936,,,1,
StopArea:DUA8768300,"SENS",,48.19842489,3.2673068,,,1,
StopArea:DUA8768320,"ETIGNY VERON",,48.13761827,3.28972937,,,1,
StopArea:DUA8768321,"VILLENEUVE SUR YONNE",,48.08519183,3.28624444,,,1,
StopArea:DUA8768322,"SAINT-JULIEN DU SAULT",,48.02669386,3.30255305,,,1,
StopArea:DUA8768324,"JOIGNY",,47.97343822,3.39285385,,,1,
StopArea:DUA8768326,"LAROCHE MIGENNES",,47.96112727,3.51432602,,,1,
StopArea:DUA8738400,"PARIS SAINT-LAZARE",,48.87534585,2.32493297,,,1,
StopArea:DUA8768666,"PARIS BERCY",,48.83838543,2.38230087,,,1,
StopArea:DUA8727654,"AUVERS SUR OISE",,49.07045803,2.17528542,,,1,
StopArea:DUA8711629,"VAIRES TORCY",,48.87531713,2.63908639,,,1,
StopArea:DUA8711631,"LAGNY THORIGNY",,48.8825036,2.70624404,,,1,
StopArea:DUA8711632,"ESBLY",,48.90333179,2.81090668,,,1,
StopArea:DUA8738156,"GARGENVILLE",,48.98419244,1.81173819,,,1,
StopArea:DUA8738184,"ARGENTEUIL",,48.94666379,2.2572511,,,1,
StopArea:DUA8738179,"VAL D'ARGENTEUIL",,48.95071015,2.23092453,,,1,
StopArea:DUA8738186,"CORMEILLES EN PARISIS",,48.96861762,2.19431942,,,1,
StopArea:DUA8738187,"LA FRETTE MONTIGNY",,48.98019301,2.18159178,,,1,
StopArea:DUA8738188,"HERBLAY",,48.9909805,2.16124444,,,1,
StopArea:DUA8727640,"SAINT-LEU D'ESSERENT",,49.21385227,2.41734786,,,1,
StopArea:DUA8727641,"PRECY SUR OISE",,49.20326164,2.37658001,,,1,
StopArea:DUA8727644,"BORAN SUR OISE",,49.16677103,2.36228276,,,1,
StopArea:DUA8727645,"BRUYERES SUR OISE",,49.15518581,2.32573359,,,1,
StopArea:DUA8727616,"CHAPONVAL",,49.06968801,2.14276172,,,1,
StopArea:DUA8727615,"PONT PETIT",,49.06015355,2.13074377,,,1,
StopArea:DUA8727614,"EPLUCHES",,49.05442167,2.12388433,,,1,
StopArea:DUA8727158,"ORMOY VILLERS",,49.20087477,2.83808446,,,1,
StopArea:DUA8727155,"LE PLESSIS BELLEVILLE",,49.09611842,2.74466305,,,1,
StopArea:DUA8727153,"DAMMARTIN JUILLY SAINT-MARD",,49.03248568,2.69908868,,,1,
StopArea:DUA8727205,"THIEUX NANTOUILLET",,49.00811161,2.68023017,,,1,
StopArea:DUA8727204,"COMPANS",,48.99124675,2.66582543,,,1,
StopArea:DUA8727638,"SARCELLES SAINT-BRICE",,48.99502126,2.36806212,,,1,
StopArea:DUA8727649,"MONTSOULT MAFFLIERS",,49.06638261,2.3223908,,,1,
StopArea:DUA8711677,"CRECY LA CHAPELLE",,48.85929627,2.90538933,,,1,
StopArea:DUA8711674,"VILLIERS MONTBARBIN",,48.86328983,2.88317965,,,1,
StopArea:DUA8711673,"COUILLY SAINT-GERMAIN QUINCY",,48.88329053,2.85384457,,,1,
StopArea:DUA8711640,"MONTRY CONDE",,48.89033156,2.82706603,,,1,
StopArea:DUA8711628,"MOUROUX",,48.81407916,3.04284411,,,1,
StopArea:DUA8711627,"FAREMOUTIERS POMMEUSE",,48.80865445,2.99308804,,,1,
StopArea:DUA8711626,"GUERARD LA CELLE SUR MORIN",,48.81047949,2.95456108,,,1,
StopArea:DUA8711624,"MORTCERF",,48.78949679,2.90736587,,,1,
StopArea:DUA8711622,"MARLES EN BRIE",,48.73433535,2.86830574,,,1,
StopArea:DUA8727634,"GARE DE DEUIL - MONTMAGNY",,48.97561459,2.33834943,,,1,
StopArea:DUA8727636,"GROSLAY",,48.98489099,2.35369559,,,1,
StopArea:DUA8727639,"ECOUEN EZANVILLE",,49.02302703,2.36335793,,,1,
StopArea:DUA8727643,"DOMONT",,49.0328381,2.33803686,,,1,
StopArea:DUA8727648,"BOUFFEMONT MOISSELLES",,49.04511123,2.32260065,,,1,
StopArea:DUA8727202,"VILLAINES",,49.07946652,2.35081082,,,1,
StopArea:DUA8727655,"BELLOY SAINT-MARTIN",,49.09785893,2.36176618,,,1,
StopArea:DUA8727656,"VIARMES",,49.11681569,2.36809594,,,1,
StopArea:DUA8727203,"SEUGY",,49.11901889,2.39970419,,,1,
StopArea:DUA8727657,"LUZARCHES",,49.1173271,2.42098078,,,1,
StopArea:DUA8727650,"PRESLES COURCELLES",,49.11405793,2.28789549,,,1,
StopArea:DUA8727675,"NOINTEL MOURS",,49.13220335,2.28098288,,,1,
StopArea:DUA8739340,"FONTENAY LE FLEURY",,48.80741411,2.04013879,,,1,
StopArea:DUA8739341,"VILLEPREUX LES CLAYES",,48.82374828,1.9916316,,,1,
StopArea:DUA8739362,"PLAISIR LES CLAYES",,48.83067974,1.9598601,,,1,
StopArea:DUA8739342,"PLAISIR GRIGNON",,48.83149937,1.943704,,,1,
StopArea:DUA8739336,"BEYNES",,48.8596069,1.87531901,,,1,
StopArea:DUA8738171,"MAREIL SUR MAULDRE",,48.89323429,1.87172298,,,1,
StopArea:DUA8738172,"MAULE",,48.90872193,1.85731766,,,1,
StopArea:DUA8738173,"NEZEL AULNAY",,48.93870659,1.84094456,,,1,
StopArea:DUA8739348,"DREUX",,48.73095067,1.36995859,,,1,
StopArea:DUA8739110,"GARE VAUGIRARD",,48.83882269,2.31597375,,,1,
StopArea:DUA8739388,"VILLIERS NEAUPHLE PONTCHARTRAIN",,48.81477044,1.87578685,,,1,
StopArea:DUA8739389,"MONTFORT L'AMAURY MERE",,48.80240638,1.81560304,,,1,
StopArea:DUA8739343,"GARANCIERES LA QUEUE",,48.81072373,1.76475529,,,1,
StopArea:DUA8739344,"ORGERUS BEHOUST",,48.82651806,1.70269382,,,1,
StopArea:DUA8739345,"TACOIGNIERES RICHEBOURG",,48.82957138,1.66938323,,,1,
StopArea:DUA8739346,"HOUDAN",,48.7957423,1.60253575,,,1,
StopArea:DUA8739347,"MARCHEZAIS BROUE",,48.76841754,1.51331683,,,1,
StopArea:DUA8738109,"LE STADE",,48.93079629,2.26079877,,,1,
StopArea:DUA8738108,"COLOMBES",,48.92361113,2.25896306,,,1,
StopArea:DUA8738107,"BOIS COLOMBES",,48.91460066,2.27074552,,,1,
StopArea:DUA8738113,"ASNIERES SUR SEINE",,48.90627053,2.28420299,,,1,
StopArea:DUA8727618,"SANNOIS",,48.96990307,2.26356476,,,1,
StopArea:DUA8738200,"BECON LES BRUYERES",,48.90575921,2.26994652,,,1,
StopArea:DUA8738112,"CLICHY LEVALLOIS",,48.89697158,2.29813883,,,1,
StopArea:DUA8738115,"BOISSY L'AILLERIE",,49.07535186,2.02511387,,,1,
StopArea:DUA8738114,"OSNY",,49.06305611,2.05735037,,,1,
StopArea:DUA8738142,"SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE",,49.04018827,2.10443314,,,1,
StopArea:DUA8738141,"ERAGNY NEUVILLE",,49.01818296,2.09096759,,,1,
StopArea:DUA8738116,"MONTGEROULT COURCELLES",,49.08092614,2.00374685,,,1,
StopArea:DUA8738117,"US",,49.09964507,1.97051796,,,1,
StopArea:DUA8738118,"SANTEUIL LE PERCHAY",,49.12344665,1.94931487,,,1,
StopArea:DUA8738119,"CHARS",,49.16266515,1.93691059,,,1,
StopArea:DUA8738120,"LA VILLETERTRE",,49.20268794,1.92052945,,,1,
StopArea:DUA8738121,"LIANCOURT SAINT-PIERRE",,49.22080125,1.90528082,,,1,
StopArea:DUA8738122,"CHAUMONT EN VEXIN",,49.26131628,1.87257125,,,1,
StopArea:DUA8738123,"TRIE CHATEAU",,49.28258357,1.81806431,,,1,
StopArea:DUA8738124,"GISORS",,49.28525742,1.78504837,,,1,
StopArea:DUA8738600,"LA GARENNE COLOMBES",,48.90948973,2.23794651,,,1,
StopArea:DUA8738630,"LES VALLEES",,48.91363332,2.25730781,,,1,
StopArea:DUA8738220,"COURBEVOIE",,48.89780143,2.24767025,,,1,
StopArea:DUA8738238,"PUTEAUX",,48.88322689,2.23369446,,,1,
StopArea:DUA8738237,"SURESNES MONT VALERIEN",,48.87173794,2.22196375,,,1,
StopArea:DUA8738236,"LE VAL D'OR",,48.85641649,2.21655476,,,1,
StopArea:DUA8738235,"SAINT-CLOUD",,48.84515994,2.21720918,,,1,
StopArea:DUA8738234,"SEVRES VILLE D'AVRAY",,48.82654972,2.20067995,,,1,
StopArea:DUA8738233,"CHAVILLE RIVE DROITE",,48.81232471,2.1875426,,,1,
StopArea:DUA8738288,"VIROFLAY RIVE DROITE",,48.80548966,2.16850359,,,1,
StopArea:DUA8738287,"MONTREUIL",,48.80666992,2.1513117,,,1,
StopArea:DUA8738286,"VERSAILLES RIVE DROITE",,48.80960047,2.13435356,,,1,
StopArea:DUA8738225,"GARCHES MARNES LA COQUETTE",,48.83847152,2.18649923,,,1,
StopArea:DUA8738226,"VAUCRESSON",,48.83716094,2.15265159,,,1,
StopArea:DUA8738243,"LA CELLE SAINT-CLOUD",,48.84318373,2.13832058,,,1,
StopArea:DUA8738244,"BOUGIVAL",,48.85424146,2.13157873,,,1,
StopArea:DUA8738245,"LOUVECIENNES",,48.86100553,2.12306212,,,1,
StopArea:DUA8738246,"MARLY LE ROI",,48.87152404,2.09702291,,,1,
StopArea:DUA8738247,"L'ETANG LA VILLE",,48.86806056,2.07670248,,,1,
StopArea:DUA8738248,"SAINT-NOM LA BRETECHE FORET DE MARLY",,48.8671466,2.05054373,,,1,
StopArea:DUA8768240,"LIVRY SUR SEINE",,48.51030158,2.67927958,,,1,
StopArea:DUA8768241,"CHARTRETTES",,48.48703065,2.69582765,,,1,
StopArea:DUA8768242,"FONTAINE LE PORT",,48.48709164,2.751183,,,1,
StopArea:DUA8768243,"HERICY",,48.44312185,2.75987887,,,1,
StopArea:DUA8768244,"VULAINES SUR SEINE SAMOREAU",,48.43097248,2.75316341,,,1,
StopArea:DUA8768246,"VERNOU SUR SEINE",,48.38669354,2.84297844,,,1,
StopArea:DUA8768247,"LA GRANDE PAROISSE",,48.379071,2.89713884,,,1,
StopArea:DUA8739387,"NOISY LE ROI",,48.84177513,2.06171415,,,1,
StopArea:DUA8738281,"MAREIL MARLY",,48.8815011,2.07947206,,,1,
StopArea:DUA8736692,"SAINT-GERMAIN EN LAYE BEL AIR FOURQUEUX",,48.89460363,2.06992128,,,1,
StopArea:DUA8738280,"SAINT-GERMAIN EN LAYE GRANDE CEINTURE",,48.90320059,2.07295469,,,1,
StopArea:DUA8738709,"BUEIL",,48.92508991,1.44377555,,,1,
StopArea:DUA8738162,"BREVAL",,48.94287255,1.54155578,,,1,
StopArea:DUA8738700,"EVREUX EMBRANCHEMENT",,49.01841502,1.14898912,,,1,
StopArea:DUA8711607,"VERNEUIL L'ETANG",,48.64464828,2.82511182,,,1,
StopArea:DUA8711608,"MORMANT",,48.61346378,2.88929697,,,1,
StopArea:DUA8711609,"NANGIS",,48.56165189,3.01214644,,,1,
StopArea:DUA8743179,"ROUGEMONT CHANTELOUP",,48.93093171,2.51502949,,,1,
StopArea:DUA8711389,"FREINVILLE SEVRAN",,48.92706551,2.51998523,,,1,
StopArea:DUA8711388,"L'ABBAYE",,48.92192375,2.5164234,,,1,
StopArea:DUA8798871,"LYCEE HENRI SELLIER",,48.91609415,2.51504135,,,1,
StopArea:DUA8711386,"GARGAN",,48.90835037,2.51728333,,,1,
StopArea:DUA8711385,"LES PAVILLONS SOUS BOIS",,48.90225274,2.50976337,,,1,
StopArea:DUA8711387,"ALLEE DE LA TOUR RENDEZ-VOUS",,48.89663827,2.50597623,,,1,
StopArea:DUA8711384,"LES COQUETIERS",,48.89281085,2.50013919,,,1,
StopArea:DUA8798870,"REMISE A JORELLE",,48.8938142,2.48836273,,,1,
StopPoint:DUA8731351,"BEAUVAIS",,49.42619548,2.08848802,,,0,StopArea:DUA8731351
StopPoint:DUA8744895,"BEAUVAIS TILLE AEROPORT",,49.45945747,2.11077476,,,0,StopArea:DUA8744895
StopPoint:DUA8754573,"BONNEVAL",,48.1864324,1.38623514,,,0,StopArea:DUA8754573
StopPoint:DUA8754575,"CHATEAUDUN",,48.07340208,1.33842597,,,0,StopArea:DUA8754575
StopPoint:DUA8727611,"CHANTILLY GOUVIEUX",,49.18732963,2.45949842,,,0,StopArea:DUA8727611
StopPoint:DUA8727210,"VINEUIL SAINT-FIRMIN",,49.2163859,2.49111255,,,0,StopArea:DUA8727210
StopPoint:DUA8727211,"COURTEUIL",,49.20083445,2.53889059,,,0,StopArea:DUA8727211
StopPoint:DUA8727212,"SAINT-NICOLAS AUMONT",,49.20360853,2.55055657,,,0,StopArea:DUA8727212
StopPoint:DUA8727166,"SENLIS",,49.20610583,2.59222574,,,0,StopArea:DUA8727166
StopPoint:DUA8768100,"CORBEIL ESSONNES",,48.61342679,2.47291688,,,0,StopArea:DUA8768100
StopPoint:DUA8768160,"ESSONNES ROBINSON",,48.60555465,2.46243983,,,0,StopArea:DUA8768160
StopPoint:DUA8768161,"VILLABE",,48.59262659,2.46178986,,,0,StopArea:DUA8768161
StopPoint:DUA8768140,"MOULIN GALANT",,48.58715287,2.47347392,,,0,StopArea:DUA8768140
StopPoint:DUA8768162,"LE PLESSIS CHENET",,48.57380684,2.47945286,,,0,StopArea:DUA8768162
StopPoint:DUA8799063,"LE COUDRAY MONCEAUX LA JUSTICE",,48.56527063,2.48827069,,,0,StopArea:DUA8799063
StopPoint:DUA8768163,"COUDRAY MONTCEAUX",,48.566117,2.49269681,,,0,StopArea:DUA8768163
StopPoint:DUA8711630,"COULOMMIERS",,48.80850308,3.08032053,,,0,StopArea:DUA8711630
StopPoint:DUA8711634,"CHAILLY BOISSY LE CHATEL",,48.81434523,3.15249005,,,0,StopArea:DUA8711634
StopPoint:DUA8711635,"CHAUFFRY",,48.81128738,3.17476072,,,0,StopArea:DUA8711635
StopPoint:DUA8711636,"SAINT-SIMEON",,48.79968311,3.20860209,,,0,StopArea:DUA8711636
StopPoint:DUA8711637,"SAINT-REMY LA VANNE",,48.80015659,3.24623109,,,0,StopArea:DUA8711637
StopPoint:DUA8743091,"CHAMPGOULIN",,48.79168358,3.25635379,,,0,StopArea:DUA8743091
StopPoint:DUA8743090,"EUSTACHE LENOIR",,48.79827887,3.26705581,,,0,StopArea:DUA8743090
StopPoint:DUA8743088,"JOUY SUR MORIN MONUMENT",,48.79068253,3.27406178,,,0,StopArea:DUA8743088
StopPoint:DUA8711639,"LA FERTE GAUCHER",,48.78271103,3.29755778,,,0,StopArea:DUA8711639
StopPoint:DUA8743081,"LA FERTE GAUCHER CENTRE",,48.78231124,3.30694913,,,0,StopArea:DUA8743081
StopPoint:DUA8727146,"AEROPORT CDG 1",,49.00975346,2.56121161,,,0,StopArea:DUA8727146
StopPoint:DUA8727157,"NANTEUIL LE HAUDOIN",,49.142825,2.79452905,,,0,StopArea:DUA8727157
StopPoint:DUA8727159,"CREPY EN VALOIS",,49.23122039,2.88844224,,,0,StopArea:DUA8727159
StopPoint:DUA8754570,"VOVES",,48.27462869,1.62148876,,,0,StopArea:DUA8754570
StopPoint:DUA8754565,"AUNEAU",,48.44525026,1.77957084,,,0,StopArea:DUA8754565
StopPoint:DUA8754552,"DOURDAN",,48.53372978,2.00875543,,,0,StopArea:DUA8754552
StopPoint:DUA76:330,"GARE D'EPINAY VILLETANEUSE",,48.95837999,2.3288482,,,0,StopArea:DUA8727112
StopPoint:DUA76:366,"GARE DE LA BARRE ORMESSON",,48.96636763,2.31663106,,,0,StopArea:DUA8727117
StopPoint:DUA76:363,"GARE D'ENGHIEN LES BAINS",,48.97300655,2.30654051,,,0,StopArea:DUA8727602
StopPoint:DUA76:364,"GARE DE CHAMP DE COURSES D'ENGHIEN",,48.97980466,2.29179174,,,0,StopArea:DUA8727603
StopPoint:DUA76:287,"GARE D'ERMONT EAUBONNE",,48.98065766,2.27103879,,,0,StopArea:DUA8727605
StopPoint:DUA76:147,"GARE D'EVRY COURCOURONNES",,48.62571237,2.4287287,,,0,StopArea:DUA8768138
StopPoint:DUA76:420,"GARE D'EVRY",,48.6345553,2.45200315,,,0,StopArea:DUA8768136
StopPoint:DUA8739100,"GARE MONTPARNASSE",,48.84118395,2.32049092,,,0,StopArea:DUA8739100
StopPoint:DUA8739300,"VERSAILLES CHANTIERS",,48.79527686,2.1360339,,,0,StopArea:DUA8739300
StopPoint:DUA8739322,"SAINT-CYR",,48.79870409,2.07183073,,,0,StopArea:DUA8739322
StopPoint:DUA8739384,"SAINT-QUENTIN EN YVELINES",,48.7873867,2.04460584,,,0,StopArea:DUA8739384
StopPoint:DUA8739383,"TRAPPES",,48.77479924,2.00655084,,,0,StopArea:DUA8739383
StopPoint:DUA8739325,"LA VERRIERE",,48.75538562,1.94381952,,,0,StopArea:DUA8739325
StopPoint:DUA8739327,"COIGNIERES",,48.74348033,1.92102103,,,0,StopArea:DUA8739327
StopPoint:DUA8739328,"LES ESSARTS LE ROI",,48.7219123,1.88998911,,,0,StopArea:DUA8739328
StopPoint:DUA8739329,"LE PERRAY",,48.69309288,1.85657663,,,0,StopArea:DUA8739329
StopPoint:DUA8739331,"RAMBOUILLET",,48.64421824,1.83291945,,,0,StopArea:DUA8739331
StopPoint:DUA76:418,"GARE DE GRIGNY CENTRE",,48.65355387,2.39606758,,,0,StopArea:DUA8768137
StopPoint:DUA76:237,"GARE DE JUVISY",,48.68891214,2.38350882,,,0,StopArea:DUA8754524
StopPoint:DUA76:340,"GARE DE LA PLAINE STADE DE FRANCE",,48.91826038,2.36264549,,,0,StopArea:DUA8716479
StopPoint:DUA76:278,"GARE D'AULNAY SOUS BOIS",,48.9318826,2.49441371,,,0,StopArea:DUA8727141
StopPoint:DUA76:362,"GARE DE SEVRAN LIVRY",,48.93606421,2.53489936,,,0,StopArea:DUA8727142
StopPoint:DUA76:360,"GARE DE VERT GALANT",,48.94458969,2.56672079,,,0,StopArea:DUA8727143
StopPoint:DUA76:361,"GARE DE VILLEPARISIS MITRY LE NEUF",,48.95325039,2.60263346,,,0,StopArea:DUA8727151
StopPoint:DUA76:277,"GARE DE MITRY CLAYE",,48.97576568,2.64247498,,,0,StopArea:DUA8727152
StopPoint:DUA76:421,"GARE DU BRAS DE FER",,48.62323923,2.45083927,,,0,StopArea:DUA8768139
StopPoint:DUA8738189,"CONFLANS SAINTE-HONORINE",,48.99662573,2.09775632,,,0,StopArea:DUA8738189
StopPoint:DUA8738145,"CONFLANS FIN D'OISE",,48.99131248,2.07399561,,,0,StopArea:DUA8738145
StopPoint:DUA8738148,"MAURECOURT",,48.98705215,2.05977049,,,0,StopArea:DUA8738148
StopPoint:DUA8738149,"ANDRESY",,48.9748165,2.04906595,,,0,StopArea:DUA8738149
StopPoint:DUA8738147,"CHANTELOUP LES VIGNES",,48.97036255,2.02750179,,,0,StopArea:DUA8738147
StopPoint:DUA8738180,"TRIEL SUR SEINE",,48.98106744,2.00591396,,,0,StopArea:DUA8738180
StopPoint:DUA8738181,"VAUX SUR SEINE",,49.00712261,1.96353489,,,0,StopArea:DUA8738181
StopPoint:DUA8738182,"THUN LE PARADIS",,49.0066956,1.91922049,,,0,StopArea:DUA8738182
StopPoint:DUA8741071,"MEULAN ARQUEBUSE",,49.00439827,1.90952014,,,0,StopArea:DUA8741071
StopPoint:DUA8738668,"LES MUREAUX",,48.99258733,1.91351404,,,0,StopArea:DUA8738668
StopPoint:DUA8711613,"LONGUEVILLE",,48.51376051,3.25001692,,,0,StopArea:DUA8711613
StopPoint:DUA8711617,"SAINTE-COLOMBE SEPTVEILLES",,48.52915484,3.25534989,,,0,StopArea:DUA8711617
StopPoint:DUA8711587,"CHAMPBENOIST POIGNY",,48.5456015,3.28729451,,,0,StopArea:DUA8711587
StopPoint:DUA8711616,"PROVINS",,48.55559783,3.30285282,,,0,StopArea:DUA8711616
StopPoint:DUA8741069,"MEULAN PLACE DU VEXIN",,49.00446993,1.90695161,,,0,StopArea:DUA8741069
StopPoint:DUA8738183,"MEULAN HARDRICOURT",,49.00575785,1.90176548,,,0,StopArea:DUA8738183
StopPoint:DUA8738155,"JUZIERS",,48.99223664,1.84511836,,,0,StopArea:DUA8738155
StopPoint:DUA8741085,"GARGENVILLE MAIRIE",,48.98809206,1.811544,,,0,StopArea:DUA8741085
StopPoint:DUA8738157,"ISSOU PORCHEVILLE",,48.97928764,1.78395774,,,0,StopArea:DUA8738157
StopPoint:DUA8738158,"LIMAY",,48.98416815,1.74777068,,,0,StopArea:DUA8738158
StopPoint:DUA8738159,"MANTES STATION",,48.98364992,1.71519566,,,0,StopArea:DUA58:1120
StopPoint:DUA8738150,"MANTES LA JOLIE",,48.98949792,1.70300085,,,0,StopArea:DUA8738150
StopPoint:DUA76:41,"GARE D'ORANGIS BOIS DE L EPINE",,48.63628877,2.40777965,,,0,StopArea:DUA8768134
StopPoint:DUA76:419,"GARE DE RIS ORANGIS",,48.65929622,2.4144051,,,0,StopArea:DUA8768133
StopPoint:DUA76:279,"GARE DE SEVRAN BEAUDOTTES",,48.94768305,2.5244514,,,0,StopArea:DUA8727144
StopPoint:DUA76:280,"GARE DE VILLEPINTE",,48.96302402,2.51218262,,,0,StopArea:DUA8727145
StopPoint:DUA76:281,"GARE DE PARC DES EXPOSITIONS",,48.97365223,2.51419794,,,0,StopArea:DUA8727148
StopPoint:DUA76:276,"AEROPORT CDG 1",,49.01034044,2.55930798,,,0,StopArea:DUA8727146
StopPoint:DUA76:359,"GARE DU NORD SURFACE",,48.879455,2.35733956,,,0,StopArea:DUA8727103
StopPoint:DUA76:275,"GARE DE L'EST",,48.87677661,2.35841493,,,0,StopArea:DUA8711300
StopPoint:DUA76:342,"GARE DU BOURGET",,48.93088384,2.42577594,,,0,StopArea:DUA8727139
StopPoint:DUA76:341,"GARE DE LA COURNEUVE AUBERVILLIERS",,48.92377166,2.38465955,,,0,StopArea:DUA8727130
StopPoint:DUA76:343,"GARE DE DRANCY",,48.93287151,2.45513299,,,0,StopArea:DUA8727140
StopPoint:DUA76:344,"GARE DE BLANC MESNIL",,48.93246101,2.47737901,,,0,StopArea:DUA8727147
